NA,uid,city_id,city_dev_index,gender,relevant_experience,enrolled_university,education_level,major_discipline,experience_years,company_size,company_type,last_new_job,training_hours,change_job
241,22659,city_21,0.624,NA,No relevent experience,Full time course,Graduate,STEM,1,500-999,Pvt Ltd,1,2,1
242,2410,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,100-500,Pvt Ltd,1,101,0
243,29927,city_175,0.776,Male,No relevent experience,Full time course,Graduate,STEM,2,NA,NA,never,9,1
244,9534,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,50-99,Pvt Ltd,1,24,0
245,3064,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,Business Degree,8,1000-4999,Pvt Ltd,2,308,0
246,10660,city_123,0.738,NA,Has relevent experience,Full time course,NA,NA,5,NA,NA,3,78,0
247,9254,city_21,0.624,NA,Has relevent experience,no_enrollment,Graduate,STEM,3,10/49,Pvt Ltd,1,156,1
248,25784,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,10/49,Pvt Ltd,3,26,0
249,8195,city_16,0.91,Female,Has relevent experience,no_enrollment,Graduate,STEM,2,50-99,Funded Startup,1,84,0
250,5704,city_11,0.55,NA,Has relevent experience,Full time course,Graduate,STEM,6,NA,NA,1,20,1
251,8812,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,50-99,Pvt Ltd,>4,15,0
252,14482,city_45,0.89,Male,Has relevent experience,no_enrollment,Masters,STEM,11,50-99,Pvt Ltd,1,20,0
253,14622,city_102,0.804,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,NA,NA,1,61,1
254,24348,city_7,0.647,Female,No relevent experience,Full time course,Graduate,STEM,2,NA,NA,never,55,0
255,12425,city_136,0.897,Male,No relevent experience,no_enrollment,Phd,STEM,>20,500-999,Public Sector,>4,22,0
256,26086,city_73,0.754,Male,Has relevent experience,Part time course,Graduate,STEM,5,10000+,Pvt Ltd,1,44,0
257,22194,city_103,0.92,Female,Has relevent experience,no_enrollment,Graduate,STEM,2,10/49,Funded Startup,1,204,0
258,7675,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,19,NA,NA,2,96,1
259,14580,city_28,0.939,Other,No relevent experience,Full time course,High School,NA,3,100-500,Pvt Ltd,3,17,0
260,10989,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,10000+,NGO,>4,110,0
261,5599,city_97,0.925,NA,Has relevent experience,no_enrollment,Masters,STEM,>20,1000-4999,Pvt Ltd,4,53,0
262,16461,city_20,0.796,NA,Has relevent experience,no_enrollment,Masters,STEM,6,1000-4999,Pvt Ltd,1,35,0
263,4748,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,NA,NA,1,72,1
264,9906,city_16,0.91,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,1000-4999,Pvt Ltd,3,24,0
265,20931,city_136,0.897,Male,No relevent experience,no_enrollment,Phd,STEM,7,<10,Pvt Ltd,1,18,0
266,6958,city_104,0.924,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,10000+,Pvt Ltd,1,139,0
267,3155,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,1000-4999,Pvt Ltd,>4,126,0
268,7363,city_21,0.624,Male,No relevent experience,Full time course,High School,NA,6,NA,NA,never,21,0
269,16783,city_103,0.92,NA,Has relevent experience,no_enrollment,Graduate,STEM,9,10000+,Public Sector,1,92,0
270,31061,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,10000+,Public Sector,>4,67,0
271,13313,city_21,0.624,NA,Has relevent experience,no_enrollment,Graduate,STEM,4,10000+,Pvt Ltd,1,110,0
272,22553,city_21,0.624,Male,Has relevent experience,Full time course,Graduate,STEM,5,50-99,Pvt Ltd,1,135,1
273,26022,city_103,0.92,Female,Has relevent experience,no_enrollment,Masters,Humanities,11,50-99,Public Sector,1,26,0
274,19474,city_21,0.624,NA,No relevent experience,no_enrollment,Graduate,STEM,2,NA,NA,1,50,1
275,32290,city_100,0.887,Male,No relevent experience,no_enrollment,Graduate,STEM,3,NA,NA,1,102,1
276,6234,city_46,0.762,Male,Has relevent experience,no_enrollment,Masters,STEM,14,1000-4999,NA,4,112,0
277,23022,city_97,0.925,Male,No relevent experience,Full time course,Graduate,STEM,6,NA,NA,2,6,1
278,7009,city_102,0.804,NA,Has relevent experience,no_enrollment,Graduate,STEM,13,50-99,Pvt Ltd,1,22,0
279,16063,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,5000-9999,Pvt Ltd,3,192,0
280,18089,city_21,0.624,Male,No relevent experience,no_enrollment,Graduate,STEM,<1,NA,NA,1,50,1
281,6069,city_116,0.743,NA,Has relevent experience,no_enrollment,Masters,STEM,6,50-99,Pvt Ltd,>4,112,0
282,32077,city_102,0.804,Male,Has relevent experience,no_enrollment,Masters,STEM,12,5000-9999,Pvt Ltd,2,67,0
283,5061,city_114,0.926,Male,No relevent experience,Full time course,High School,NA,9,NA,NA,never,150,0
284,760,city_23,0.899,Male,Has relevent experience,no_enrollment,Graduate,Humanities,16,NA,NA,2,8,0
285,30163,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,NA,NA,>4,25,0
286,7080,city_102,0.804,NA,Has relevent experience,no_enrollment,Graduate,STEM,14,50-99,Public Sector,2,48,0
287,10893,city_144,0.84,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,100-500,Pvt Ltd,2,7,0
288,19582,city_21,0.624,Male,No relevent experience,Full time course,Graduate,STEM,7,NA,NA,never,26,1
289,30616,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,13,<10,Funded Startup,1,127,0
290,2568,city_173,0.878,NA,No relevent experience,no_enrollment,Masters,Humanities,1,<10,Pvt Ltd,1,98,0
291,20960,city_103,0.92,Male,No relevent experience,no_enrollment,Phd,STEM,>20,100-500,Pvt Ltd,1,22,0
292,10448,city_21,0.624,NA,Has relevent experience,no_enrollment,Graduate,STEM,4,50-99,Pvt Ltd,1,34,0
293,30354,city_19,0.682,Male,No relevent experience,Full time course,Primary School,NA,3,NA,NA,never,73,0
294,12078,city_173,0.878,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,NA,NA,4,130,0
295,2365,city_67,0.855,Male,Has relevent experience,no_enrollment,Masters,STEM,15,50-99,Pvt Ltd,never,141,0
296,26194,city_127,0.745,Other,Has relevent experience,NA,Phd,STEM,>20,NA,NA,never,256,0
297,22025,city_65,0.802,Male,No relevent experience,no_enrollment,High School,NA,<1,NA,NA,2,40,1
298,1519,city_136,0.897,NA,No relevent experience,Part time course,Masters,STEM,6,50-99,Funded Startup,1,66,0
299,4665,city_104,0.924,Male,Has relevent experience,no_enrollment,Graduate,Humanities,5,50-99,NGO,1,61,0
300,31692,city_160,0.92,Male,Has relevent experience,Full time course,Graduate,STEM,>20,10000+,Pvt Ltd,1,40,0
301,28320,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,50-99,Funded Startup,3,81,1
302,7661,city_103,0.92,Male,No relevent experience,no_enrollment,Graduate,Business Degree,7,100-500,Funded Startup,1,39,0
303,6094,city_21,0.624,NA,Has relevent experience,Full time course,Graduate,STEM,5,500-999,Funded Startup,2,27,1
304,8568,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,5000-9999,Pvt Ltd,>4,26,0
305,18695,city_16,0.91,Male,Has relevent experience,Part time course,High School,NA,4,1000-4999,Pvt Ltd,1,160,0
306,32020,city_67,0.855,Male,Has relevent experience,Full time course,Graduate,STEM,9,100-500,Funded Startup,1,36,1
307,5268,city_97,0.925,Male,Has relevent experience,no_enrollment,Masters,STEM,10,500-999,Pvt Ltd,2,43,0
308,12885,city_78,0.579,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,10/49,Funded Startup,2,20,1
309,8633,city_16,0.91,Male,No relevent experience,Full time course,High School,NA,5,NA,NA,1,67,1
310,17003,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,20,10000+,Pvt Ltd,>4,78,0
311,31947,city_90,0.698,NA,No relevent experience,Full time course,Graduate,STEM,5,NA,NA,1,27,1
312,12753,city_102,0.804,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,10000+,Pvt Ltd,1,44,0
313,713,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,10000+,Other,2,122,0
314,23239,city_27,0.848,Male,No relevent experience,no_enrollment,Graduate,STEM,2,NA,NA,never,18,0
315,13410,city_21,0.624,NA,No relevent experience,no_enrollment,Graduate,STEM,2,5000-9999,Public Sector,1,5,1
316,16882,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,14,100-500,Pvt Ltd,>4,31,0
317,24085,city_21,0.624,NA,Has relevent experience,Full time course,Masters,STEM,3,10/49,Pvt Ltd,1,11,1
318,23925,city_103,0.92,Male,No relevent experience,no_enrollment,High School,NA,1,NA,NA,never,200,0
319,26998,city_114,0.926,Male,No relevent experience,Full time course,High School,NA,2,10000+,Pvt Ltd,2,11,0
320,14168,city_114,0.926,Male,No relevent experience,Full time course,Graduate,STEM,3,50-99,Pvt Ltd,1,59,0
321,2865,city_16,0.91,Male,Has relevent experience,no_enrollment,Masters,STEM,16,10/49,Pvt Ltd,1,144,0
322,10532,city_21,0.624,NA,Has relevent experience,no_enrollment,Masters,STEM,4,<10,Pvt Ltd,1,32,1
323,22137,city_103,0.92,Female,Has relevent experience,no_enrollment,Graduate,STEM,10,10000+,NGO,3,84,0
324,2533,city_162,0.767,Male,Has relevent experience,Full time course,Graduate,STEM,4,500-999,Pvt Ltd,1,48,0
325,19174,city_46,0.762,Male,Has relevent experience,no_enrollment,Graduate,STEM,2,10/49,Pvt Ltd,1,100,1
326,20093,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,Humanities,>20,50-99,Funded Startup,3,46,0
327,28014,city_118,0.722,Male,Has relevent experience,Full time course,High School,NA,1,5000-9999,Public Sector,1,48,0
328,4188,city_103,0.92,NA,Has relevent experience,no_enrollment,Graduate,STEM,20,100-500,Pvt Ltd,>4,150,0
329,25548,city_103,0.92,Male,No relevent experience,no_enrollment,Graduate,STEM,3,50-99,Pvt Ltd,2,28,0
330,16620,city_24,0.698,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,NA,NA,>4,32,1
331,4576,city_114,0.926,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,50-99,Pvt Ltd,1,240,0
332,2848,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,50-99,Funded Startup,1,4,0
333,19595,city_136,0.897,Male,Has relevent experience,no_enrollment,Masters,STEM,9,10/49,Funded Startup,1,96,0
334,23862,city_103,0.92,Female,Has relevent experience,no_enrollment,Graduate,STEM,8,NA,NA,1,46,1
335,5620,city_21,0.624,NA,Has relevent experience,Part time course,Graduate,STEM,4,100-500,Pvt Ltd,1,82,1
336,8836,city_103,0.92,NA,Has relevent experience,no_enrollment,Graduate,Business Degree,5,1000-4999,Pvt Ltd,1,99,0
337,15206,city_114,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,12,10000+,Pvt Ltd,1,5,0
338,27910,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,100-500,Pvt Ltd,1,22,0
339,10133,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,500-999,Pvt Ltd,2,74,0
340,14484,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,<10,Early Stage Startup,1,61,0
341,3838,city_173,0.878,Male,No relevent experience,no_enrollment,Phd,STEM,>20,100-500,Pvt Ltd,>4,22,0
342,14009,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,100-500,Pvt Ltd,1,50,0
343,5303,city_116,0.743,NA,Has relevent experience,no_enrollment,Masters,STEM,7,50-99,Pvt Ltd,2,4,0
344,20711,city_136,0.897,NA,No relevent experience,Full time course,Masters,STEM,4,NA,NA,NA,48,1
345,16025,city_103,0.92,Male,No relevent experience,Full time course,Graduate,STEM,10,NA,NA,never,87,0
346,16269,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,17,10000+,Pvt Ltd,2,15,0
347,22427,city_11,0.55,Male,Has relevent experience,Full time course,Graduate,STEM,18,NA,NA,1,8,1
348,29247,city_165,0.903,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,1000-4999,Pvt Ltd,1,61,0
349,20828,city_61,0.913,NA,Has relevent experience,no_enrollment,Graduate,STEM,3,NA,NA,1,28,0
350,21024,city_103,0.92,Male,No relevent experience,no_enrollment,Phd,STEM,15,100-500,NGO,1,9,1
351,18034,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,100-500,Public Sector,1,58,0
352,14978,city_114,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,12,10/49,Early Stage Startup,1,23,0
353,17863,city_99,0.915,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,NA,NA,>4,94,1
354,15038,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,1000-4999,Pvt Ltd,3,34,0
355,11206,city_55,0.739,NA,Has relevent experience,no_enrollment,Graduate,STEM,6,100-500,NGO,1,278,0
356,23041,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,10000+,Pvt Ltd,4,100,0
357,23020,city_103,0.92,Male,Has relevent experience,Part time course,Graduate,STEM,8,50-99,Pvt Ltd,2,40,0
358,13501,city_90,0.698,Other,Has relevent experience,no_enrollment,Graduate,STEM,7,1000-4999,Public Sector,>4,11,0
359,23719,city_21,0.624,NA,No relevent experience,Full time course,Graduate,STEM,1,NA,NA,never,18,1
360,21755,city_21,0.624,NA,Has relevent experience,no_enrollment,Graduate,STEM,15,10000+,Pvt Ltd,1,63,0
361,27364,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,<10,Funded Startup,1,21,0
362,5201,city_102,0.804,Male,No relevent experience,no_enrollment,Graduate,STEM,>20,NA,NA,1,89,1
363,7861,city_74,0.579,NA,Has relevent experience,no_enrollment,Graduate,STEM,7,10/49,Pvt Ltd,3,26,1
364,5163,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,NA,NA,1,3,1
365,23586,city_98,0.949,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,NA,NA,>4,37,0
366,29101,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,1000-4999,NGO,2,50,0
367,21884,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,16,50-99,Pvt Ltd,>4,42,0
368,15283,city_103,0.92,Male,No relevent experience,Full time course,Graduate,STEM,<1,NA,NA,never,77,0
369,20276,city_103,0.92,Male,No relevent experience,no_enrollment,Graduate,STEM,10,10000+,Pvt Ltd,>4,308,0
370,317,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,1,105,0
371,15344,city_74,0.579,Male,No relevent experience,no_enrollment,Masters,STEM,2,100-500,Pvt Ltd,2,32,0
372,17775,city_23,0.899,Female,Has relevent experience,no_enrollment,Graduate,Humanities,>20,5000-9999,NGO,>4,34,0
373,15379,city_138,0.836,NA,Has relevent experience,Full time course,Masters,STEM,>20,500-999,Pvt Ltd,>4,29,0
374,5103,city_136,0.897,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Public Sector,1,108,0
375,32813,city_173,0.878,Male,No relevent experience,Full time course,Graduate,Humanities,2,1000-4999,Pvt Ltd,1,17,0
376,32408,city_103,0.92,Male,No relevent experience,no_enrollment,Primary School,NA,5,NA,Pvt Ltd,never,25,0
377,2996,city_173,0.878,Male,No relevent experience,no_enrollment,Primary School,NA,6,<10,Pvt Ltd,3,12,0
378,9972,city_91,0.691,NA,Has relevent experience,no_enrollment,Graduate,Humanities,16,NA,NA,3,15,0
379,18042,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Arts,5,1000-4999,Pvt Ltd,2,18,0
380,10178,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,100-500,NGO,1,84,0
381,23473,city_21,0.624,Male,No relevent experience,Full time course,Masters,STEM,3,NA,NA,1,55,1
382,14989,city_23,0.899,Male,No relevent experience,Full time course,Masters,STEM,16,NA,NA,>4,92,0
383,23722,city_102,0.804,Male,Has relevent experience,no_enrollment,Masters,STEM,5,50-99,Pvt Ltd,4,210,0
384,23830,city_103,0.92,Female,Has relevent experience,no_enrollment,Masters,STEM,17,1000-4999,Pvt Ltd,>4,24,1
385,18002,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,NA,NA,1,182,1
386,12450,city_21,0.624,NA,No relevent experience,no_enrollment,Graduate,STEM,<1,<10,Pvt Ltd,1,21,0
387,29250,city_21,0.624,Male,No relevent experience,no_enrollment,Masters,STEM,2,50-99,Pvt Ltd,1,144,1
388,2636,city_21,0.624,Male,Has relevent experience,Full time course,Masters,STEM,3,NA,NA,1,70,1
389,29350,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,10000+,Pvt Ltd,3,23,0
390,1131,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,10000+,Pvt Ltd,>4,34,0
391,25706,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,100-500,Pvt Ltd,1,34,0
392,14306,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,1000-4999,Pvt Ltd,2,25,0
393,11743,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,10000+,Pvt Ltd,never,96,1
394,2314,city_114,0.926,NA,No relevent experience,no_enrollment,Masters,Other,7,10000+,Pvt Ltd,1,19,0
395,15811,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,50-99,Pvt Ltd,>4,156,0
396,32159,city_75,0.939,Male,Has relevent experience,no_enrollment,Masters,STEM,14,50-99,Funded Startup,1,12,0
397,21536,city_100,0.887,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,NA,NA,2,10,0
398,14446,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,10000+,Pvt Ltd,never,55,1
399,1398,city_103,0.92,Male,Has relevent experience,no_enrollment,NA,NA,8,NA,NA,1,12,0
400,2756,city_104,0.924,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,50-99,Pvt Ltd,1,232,0
401,8221,city_83,0.923,Male,Has relevent experience,no_enrollment,Masters,STEM,15,100-500,Pvt Ltd,4,24,0
402,15916,city_100,0.887,Male,Has relevent experience,no_enrollment,Phd,STEM,10,NA,NA,2,88,0
403,17332,city_114,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,3,100-500,Funded Startup,1,19,0
404,30257,city_74,0.579,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,50-99,Pvt Ltd,>4,107,1
405,517,city_40,0.776,NA,Has relevent experience,no_enrollment,Graduate,STEM,5,10/49,Early Stage Startup,1,123,0
406,8247,city_61,0.913,NA,No relevent experience,Full time course,High School,NA,6,NA,NA,never,22,0
407,23127,city_103,0.92,NA,No relevent experience,no_enrollment,Masters,STEM,3,100-500,NGO,1,220,0
408,21321,city_90,0.698,Male,No relevent experience,Full time course,Masters,STEM,5,NA,NA,2,20,0
409,23641,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,NA,NA,never,18,1
410,14761,city_21,0.624,Female,Has relevent experience,no_enrollment,Graduate,STEM,6,100-500,Funded Startup,2,71,1
411,22820,city_136,0.897,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,10000+,NA,never,50,0
412,30084,city_80,0.847,Other,No relevent experience,no_enrollment,Graduate,STEM,<1,<10,Pvt Ltd,1,40,1
413,13720,city_36,0.893,Male,Has relevent experience,no_enrollment,High School,NA,16,10/49,Pvt Ltd,>4,73,0
414,15279,city_103,0.92,NA,No relevent experience,NA,NA,NA,1,NA,NA,never,30,0
415,13795,city_16,0.91,NA,Has relevent experience,no_enrollment,Graduate,STEM,8,50-99,Pvt Ltd,>4,66,0
416,30835,city_155,0.556,Male,Has relevent experience,Full time course,Graduate,STEM,9,50-99,Pvt Ltd,2,192,1
417,8809,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Other,>20,100-500,Pvt Ltd,>4,33,0
418,7858,city_16,0.91,Male,Has relevent experience,no_enrollment,Masters,Humanities,3,100-500,Pvt Ltd,3,61,0
419,1636,city_75,0.939,NA,No relevent experience,no_enrollment,NA,NA,7,NA,Public Sector,never,72,1
420,7715,city_74,0.579,Male,Has relevent experience,Full time course,Graduate,STEM,5,10/49,Pvt Ltd,2,83,1
421,5604,city_21,0.624,Male,No relevent experience,no_enrollment,Graduate,STEM,7,5000-9999,Pvt Ltd,3,34,0
422,33376,city_16,0.91,Female,Has relevent experience,no_enrollment,Masters,Business Degree,8,1000-4999,Public Sector,4,74,0
423,28463,city_28,0.939,Male,No relevent experience,Full time course,Graduate,STEM,9,NA,NA,2,39,0
424,5207,city_21,0.624,NA,No relevent experience,Full time course,High School,NA,7,NA,NA,NA,76,0
425,13774,city_103,0.92,Male,No relevent experience,no_enrollment,Graduate,Other,3,10/49,Pvt Ltd,>4,17,0
426,13598,city_114,0.926,Male,Has relevent experience,no_enrollment,High School,NA,4,10/49,Pvt Ltd,2,52,0
427,1240,city_157,0.769,Male,Has relevent experience,no_enrollment,Masters,STEM,16,NA,NA,3,33,0
428,21767,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,10000+,Pvt Ltd,4,92,1
429,4780,city_138,0.836,Other,No relevent experience,no_enrollment,Primary School,NA,<1,NA,Pvt Ltd,never,8,0
430,18482,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,50-99,Pvt Ltd,1,52,0
431,24696,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,3,228,0
432,7545,city_165,0.903,NA,Has relevent experience,no_enrollment,Graduate,Arts,17,1000-4999,NA,3,47,0
