"","V1","uid","city_dev_index","gender","relevant_experience","enrolled_university","education_level","major_discipline","experience_years","company_size","company_type","last_new_job","training_hours","experience_level","pred_rf"
"208",208,21078,0.92,"Female","Has relevent experience","no_enrollment","Graduate","STEM",9,"50-99","Pvt Ltd","1",17,"Y2","0"
"209",209,30331,0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM",14,"5000-9999","Pvt Ltd",">4",101,"Y3","0"
"210",210,5899,0.698,"Male","No relevent experience","no_enrollment","Primary School","STEM",3,"<10","Pvt Ltd","never",31,"Y1","0"
"211",211,22787,0.897,"Male","Has relevent experience","no_enrollment","Graduate","STEM",22,"10/49","Pvt Ltd","1",36,"Y4","0"
"212",212,2855,0.91,"Male","No relevent experience","no_enrollment","Masters","STEM",5,"10000+","Pvt Ltd","never",31,"Y2","0"
"213",213,7328,0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM",20,"100-500","Pvt Ltd",">4",26,"Y4","0"
"214",214,24807,0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM",6,"50-99","Pvt Ltd","1",55,"Y2","0"
"215",215,27113,0.624,"Male","Has relevent experience","no_enrollment","Graduate","STEM",11,"50-99","Pvt Ltd",">4",8,"Y3","1"
"216",216,6008,0.91,"Male","Has relevent experience","no_enrollment","High School","STEM",22,"100-500","Pvt Ltd",">4",38,"Y4","0"
"217",217,2990,0.878,"Male","Has relevent experience","no_enrollment","Masters","STEM",22,"1000-4999","Pvt Ltd","3",32,"Y4","0"
"218",218,4162,0.804,"Male","Has relevent experience","Full time course","Graduate","STEM",9,"5000-9999","Pvt Ltd","2",22,"Y2","0"
"219",219,27326,0.926,"Male","Has relevent experience","Full time course","High School","STEM",7,"10/49","Pvt Ltd","1",17,"Y2","0"
"220",220,2194,0.899,"Male","Has relevent experience","no_enrollment","Graduate","STEM",5,"10/49","Funded Startup","1",19,"Y2","0"
"221",221,21564,0.624,"Male","Has relevent experience","Full time course","Masters","STEM",9,"50-99","Pvt Ltd","2",46,"Y2","1"
"222",222,13952,0.92,"Male","Has relevent experience","no_enrollment","Masters","STEM",22,"10000+","Pvt Ltd",">4",23,"Y4","0"
"223",223,1988,0.893,"Male","Has relevent experience","no_enrollment","Graduate","STEM",22,"100-500","Pvt Ltd",">4",38,"Y4","0"
"224",224,8540,0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM",22,"1000-4999","Public Sector",">4",52,"Y4","0"
"225",225,8806,0.92,"Female","No relevent experience","no_enrollment","Graduate","STEM",0,"10000+","Pvt Ltd","never",22,"Y1","0"
"226",226,15468,0.926,"Male","Has relevent experience","no_enrollment","Masters","STEM",15,"100-500","Pvt Ltd","2",65,"Y3","0"
"227",227,32747,0.92,"Male","Has relevent experience","Full time course","Graduate","No Major",14,"50-99","Pvt Ltd","1",64,"Y3","0"
"228",228,1297,0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM",7,"5000-9999","Pvt Ltd","4",86,"Y2","0"
"229",229,4075,0.887,"Male","No relevent experience","Full time course","Graduate","STEM",4,"10/49","Early Stage Startup","1",52,"Y2","0"
"230",230,12772,0.897,"Male","Has relevent experience","no_enrollment","Masters","STEM",14,"100-500","Pvt Ltd",">4",21,"Y3","0"
"231",231,22517,0.926,"Male","No relevent experience","no_enrollment","Graduate","STEM",3,"1000-4999","Public Sector","1",86,"Y1","0"
"232",232,26388,0.897,"Male","No relevent experience","Full time course","Masters","STEM",5,"50-99","Public Sector","4",288,"Y2","0"
"233",233,30676,0.91,"Male","Has relevent experience","no_enrollment","Masters","STEM",22,"100-500","Pvt Ltd",">4",53,"Y4","0"
"234",234,10970,0.91,"Male","Has relevent experience","no_enrollment","Masters","STEM",18,"500-999","Pvt Ltd",">4",178,"Y4","0"
"235",235,20369,0.624,"Male","Has relevent experience","Full time course","Graduate","STEM",7,"10000+","Pvt Ltd","1",35,"Y2","1"
"236",236,23505,0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM",17,"100-500","Pvt Ltd",">4",106,"Y4","0"
"237",237,12038,0.698,"Male","Has relevent experience","Full time course","Masters","STEM",6.85792328042328,"10/49","Pvt Ltd","1",44,"Y2","0"
"238",238,32699,0.92,"Male","Has relevent experience","no_enrollment","High School","STEM",18,"10000+","Pvt Ltd","1",80,"Y4","0"
"239",239,10370,0.939,"Male","Has relevent experience","no_enrollment","Masters","STEM",16,"5000-9999","NGO","2",166,"Y4","0"
"240",240,4095,0.895,"Male","Has relevent experience","no_enrollment","Masters","STEM",22,"100-500","Pvt Ltd","1",25,"Y4","0"
"241",241,15294,0.55,"Male","No relevent experience","Full time course","Graduate","STEM",4,"10/49","Pvt Ltd","never",55,"Y2","1"
"242",242,5673,0.89,"Male","No relevent experience","no_enrollment","Graduate","STEM",9,"50-99","Pvt Ltd","3",51,"Y2","0"
"243",243,25421,0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM",16,"50-99","Funded Startup","1",84,"Y4","0"
"244",244,21466,0.624,"Male","Has relevent experience","no_enrollment","Graduate","STEM",8,"10/49","Pvt Ltd","1",198,"Y2","1"
"245",245,9515,0.92,"Male","No relevent experience","no_enrollment","Graduate","Other",2,"1000-4999","Public Sector","1",64,"Y1","1"
"246",246,25766,0.884,"Male","No relevent experience","Full time course","Masters","STEM",14,"100-500","Public Sector","3",96,"Y3","0"
"247",247,4626,0.624,"Male","No relevent experience","no_enrollment","High School","STEM",2,"100-500","Pvt Ltd","never",306,"Y1","0"
"248",248,4642,0.754,"Male","Has relevent experience","no_enrollment","Graduate","STEM",9,"<10","NGO","1",8,"Y2","0"
"249",249,16178,0.762,"Male","Has relevent experience","no_enrollment","Graduate","STEM",22,"100-500","Pvt Ltd","1",48,"Y4","0"
"250",250,8287,0.92,"Male","No relevent experience","Full time course","Graduate","STEM",1,"10000+","Pvt Ltd","1",53,"Y1","0"
"251",251,30608,0.92,"Male","No relevent experience","Full time course","Graduate","STEM",4,"10000+","Public Sector","1",76,"Y2","0"
"252",252,27546,0.92,"Male","No relevent experience","no_enrollment","Primary School","STEM",1,"10000+","Pvt Ltd","never",43,"Y1","0"
"253",253,32324,0.92,"Male","No relevent experience","no_enrollment","Graduate","STEM",22,"50-99","Pvt Ltd",">4",32,"Y4","0"
"254",254,8442,0.855,"Male","Has relevent experience","no_enrollment","Graduate","STEM",5,"100-500","NGO","1",54,"Y2","0"
"255",255,8151,0.767,"Male","Has relevent experience","Full time course","Masters","STEM",8,"10/49","Pvt Ltd","1",7,"Y2","0"
"256",256,15796,0.884,"Female","Has relevent experience","no_enrollment","Masters","STEM",3,"10000+","Pvt Ltd","2",322,"Y1","0"
"257",257,9420,0.847,"Male","Has relevent experience","no_enrollment","Masters","STEM",22,"500-999","Pvt Ltd","never",96,"Y4","0"
"258",258,18462,0.897,"Male","No relevent experience","no_enrollment","Masters","STEM",8,"10/49","Pvt Ltd","1",11,"Y2","0"
"259",259,30636,0.624,"Male","No relevent experience","Full time course","Graduate","STEM",1,"50-99","Pvt Ltd","1",72,"Y1","1"
"260",260,29982,0.794,"Female","Has relevent experience","no_enrollment","Masters","Humanities",6,"50-99","Pvt Ltd","1",182,"Y2","0"
"261",261,25969,0.91,"Male","Has relevent experience","no_enrollment","Graduate","STEM",22,"10000+","Pvt Ltd",">4",38,"Y4","0"
"262",262,21134,0.698,"Male","No relevent experience","Part time course","Graduate","STEM",4,"5000-9999","Pvt Ltd","2",7,"Y2","0"
"263",263,30925,0.92,"Male","No relevent experience","Full time course","Graduate","STEM",2,"10000+","Public Sector","1",88,"Y1","1"
"264",264,29000,0.884,"Male","Has relevent experience","no_enrollment","Masters","STEM",4,"100-500","Pvt Ltd","2",112,"Y2","0"
"265",265,21989,0.91,"Male","Has relevent experience","no_enrollment","Graduate","STEM",19,"100-500","Pvt Ltd","4",24,"Y4","0"
"266",266,10984,0.92,"Male","Has relevent experience","no_enrollment","Masters","Humanities",2,"10000+","NGO","1",28,"Y1","0"
"267",267,26543,0.878,"Male","Has relevent experience","Part time course","Graduate","STEM",10,"50-99","Public Sector","1",166,"Y3","0"
"268",268,32043,0.624,"Male","Has relevent experience","Full time course","Masters","STEM",10,"50-99","Pvt Ltd","2",61,"Y3","1"
"269",269,15343,0.762,"Male","Has relevent experience","no_enrollment","Graduate","STEM",22,"50-99","Public Sector","3",24,"Y4","0"
"270",270,30191,0.903,"Male","Has relevent experience","no_enrollment","Graduate","STEM",9,"100-500","Funded Startup","1",133,"Y2","0"
"271",271,13537,0.855,"Male","Has relevent experience","no_enrollment","Graduate","STEM",14,"50-99","Pvt Ltd",">4",143,"Y3","0"
"272",272,9600,0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM",9,"10000+","Public Sector",">4",11,"Y2","0"
"273",273,18759,0.624,"Male","Has relevent experience","no_enrollment","Graduate","STEM",6,"10000+","Pvt Ltd","1",114,"Y2","1"
"274",274,23081,0.92,"Male","No relevent experience","Full time course","High School","STEM",5,"50-99","Pvt Ltd","never",56,"Y2","0"
"275",275,5731,0.91,"Male","Has relevent experience","no_enrollment","Graduate","STEM",7,"50-99","Pvt Ltd",">4",30,"Y2","0"
"276",276,20135,0.923,"Male","Has relevent experience","no_enrollment","Graduate","STEM",22,"500-999","Pvt Ltd",">4",80,"Y4","0"
"277",277,18620,0.776,"Male","Has relevent experience","Full time course","Graduate","STEM",14,"1000-4999","Pvt Ltd","never",52,"Y3","1"
"278",278,24226,0.624,"Female","Has relevent experience","no_enrollment","Graduate","STEM",0,"50-99","Pvt Ltd","1",13,"Y1","1"
"279",279,10092,0.767,"Male","Has relevent experience","no_enrollment","Graduate","STEM",4,"100-500","Public Sector","never",42,"Y2","0"
"280",280,7909,0.624,"Male","No relevent experience","no_enrollment","Primary School","STEM",2,"50-99","Pvt Ltd","never",12,"Y1","0"
"281",281,28391,0.624,"Male","Has relevent experience","no_enrollment","Graduate","STEM",8,"50-99","Pvt Ltd","1",13,"Y2","1"
"282",282,25041,0.624,"Male","Has relevent experience","no_enrollment","Graduate","STEM",7,"100-500","Pvt Ltd","1",18,"Y2","1"
"283",283,18476,0.624,"Male","Has relevent experience","no_enrollment","Masters","STEM",2,"10000+","Pvt Ltd","2",90,"Y1","1"
"284",284,26668,0.64,"Male","No relevent experience","no_enrollment","Masters","STEM",6,"10000+","Pvt Ltd","1",59,"Y2","0"
"285",285,17783,0.802,"Male","Has relevent experience","Full time course","Graduate","STEM",0,"10000+","Pvt Ltd","2",11,"Y1","0"
"286",286,13256,0.624,"Male","Has relevent experience","no_enrollment","Graduate","STEM",4,"100-500","Pvt Ltd","2",15,"Y2","1"
"287",287,28468,0.939,"Male","Has relevent experience","no_enrollment","Masters","STEM",22,"10000+","Pvt Ltd",">4",88,"Y4","0"
"288",288,17941,0.624,"Male","No relevent experience","no_enrollment","Masters","Business Degree",0,"10000+","Pvt Ltd","1",18,"Y1","1"
"289",289,23384,0.624,"Male","Has relevent experience","no_enrollment","Graduate","STEM",8,"10/49","Pvt Ltd","1",41,"Y2","1"
"290",290,4978,0.926,"Male","Has relevent experience","Part time course","Masters","STEM",14,"10000+","Pvt Ltd","2",16,"Y3","0"
"291",291,28641,0.924,"Male","Has relevent experience","no_enrollment","Graduate","STEM",22,"1000-4999","Pvt Ltd",">4",95,"Y4","0"
"292",292,33367,0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM",22,"500-999","Pvt Ltd",">4",220,"Y4","0"
"293",293,14999,0.855,"Male","Has relevent experience","no_enrollment","Masters","STEM",22,"50-99","Pvt Ltd","2",21,"Y4","0"
"294",294,3999,0.795,"Male","Has relevent experience","no_enrollment","Masters","STEM",22,"100-500","Public Sector",">4",94,"Y4","0"
"295",295,31153,0.558,"Male","No relevent experience","no_enrollment","Graduate","STEM",8,"<10","Early Stage Startup","never",47,"Y2","1"
"296",296,26616,0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM",22,"500-999","Pvt Ltd","2",60,"Y4","0"
"297",297,24366,0.624,"Male","Has relevent experience","no_enrollment","Graduate","STEM",6,"10000+","Pvt Ltd","4",78,"Y2","1"
"298",298,19986,0.92,"Male","No relevent experience","no_enrollment","Graduate","STEM",4,"10000+","Public Sector","1",5,"Y2","0"
"299",299,17786,0.794,"Male","Has relevent experience","no_enrollment","Graduate","STEM",6,"50-99","Pvt Ltd","1",20,"Y2","0"
"300",300,22954,0.794,"Female","Has relevent experience","Full time course","Graduate","STEM",9,"100-500","Pvt Ltd",">4",206,"Y2","0"
"301",301,14775,0.855,"Male","No relevent experience","no_enrollment","High School","STEM",12,"<10","Pvt Ltd","1",90,"Y3","0"
"302",302,1563,0.682,"Male","Has relevent experience","no_enrollment","Graduate","STEM",12,"100-500","Pvt Ltd","3",25,"Y3","0"
"303",303,29612,0.624,"Male","Has relevent experience","Full time course","Graduate","STEM",5,"10/49","Pvt Ltd","1",8,"Y2","1"
"304",304,22742,0.91,"Male","Has relevent experience","no_enrollment","Graduate","STEM",9,"<10","Early Stage Startup","1",56,"Y2","0"
"305",305,30265,0.92,"Male","Has relevent experience","Full time course","High School","STEM",10,"10000+","Pvt Ltd","2",81,"Y3","0"
"306",306,11545,0.926,"Male","Has relevent experience","no_enrollment","Graduate","STEM",7,"<10","Pvt Ltd","1",120,"Y2","0"
"307",307,2404,0.624,"Male","Has relevent experience","no_enrollment","Graduate","STEM",4,"50-99","Pvt Ltd","never",18,"Y2","0"
"308",308,19555,0.802,"Male","Has relevent experience","Full time course","Graduate","STEM",8,"5000-9999","Pvt Ltd","2",314,"Y2","0"
"309",309,22005,0.754,"Male","Has relevent experience","Part time course","Graduate","STEM",3,"50-99","Pvt Ltd",">4",39,"Y1","0"
"310",310,23365,0.558,"Male","No relevent experience","no_enrollment","Graduate","STEM",0,"<10","Early Stage Startup","1",146,"Y1","1"
"311",311,13288,0.624,"Male","Has relevent experience","no_enrollment","Graduate","STEM",3,"<10","Pvt Ltd","1",26,"Y1","1"
"312",312,23430,0.796,"Male","Has relevent experience","no_enrollment","Graduate","STEM",11,"100-500","Pvt Ltd",">4",25,"Y3","0"
"313",313,8930,0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM",9,"10000+","Pvt Ltd",">4",30,"Y2","0"
"314",314,29841,0.624,"Male","No relevent experience","Full time course","High School","STEM",0,"10000+","Pvt Ltd","never",56,"Y1","1"
"315",315,19889,0.624,"Male","Has relevent experience","no_enrollment","Graduate","STEM",7,"10000+","Pvt Ltd","2",32,"Y2","1"
"316",316,11780,0.91,"Male","Has relevent experience","no_enrollment","Graduate","STEM",22,"50-99","Pvt Ltd","1",43,"Y4","0"
"317",317,32581,0.74,"Male","No relevent experience","no_enrollment","Graduate","STEM",4,"10000+","Pvt Ltd","1",21,"Y2","0"
"318",318,28415,0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM",14,"<10","Early Stage Startup","1",60,"Y3","0"
"319",319,21603,0.624,"Male","Has relevent experience","no_enrollment","Graduate","STEM",7,"50-99","Pvt Ltd","1",50,"Y2","0"
"320",320,19702,0.754,"Male","No relevent experience","Part time course","High School","STEM",4,"1000-4999","Pvt Ltd","1",280,"Y2","0"
"321",321,19612,0.624,"Male","Has relevent experience","no_enrollment","Masters","STEM",5,"100-500","Pvt Ltd","1",15,"Y2","1"
"322",322,824,0.91,"Male","Has relevent experience","no_enrollment","Graduate","STEM",10,"500-999","Pvt Ltd","1",74,"Y3","0"
"323",323,13209,0.939,"Male","No relevent experience","no_enrollment","Graduate","STEM",1,"1000-4999","Public Sector","1",75,"Y1","1"
"324",324,9414,0.624,"Male","Has relevent experience","no_enrollment","Graduate","STEM",8,"100-500","Pvt Ltd","1",54,"Y2","1"
"325",325,24224,0.698,"Male","Has relevent experience","no_enrollment","Graduate","STEM",7,"10000+","Pvt Ltd","never",100,"Y2","0"
"326",326,9684,0.895,"Male","Has relevent experience","no_enrollment","Masters","STEM",17,"<10","Early Stage Startup","1",42,"Y4","0"
"327",327,8584,0.91,"Male","Has relevent experience","no_enrollment","Phd","STEM",22,"100-500","Pvt Ltd","4",11,"Y4","0"
"328",328,27003,0.91,"Male","Has relevent experience","no_enrollment","Masters","STEM",10,"50-99","Pvt Ltd","2",74,"Y3","0"
"329",329,17840,0.802,"Male","Has relevent experience","Full time course","High School","STEM",7,"50-99","Pvt Ltd","1",17,"Y2","0"
"330",330,29723,0.89,"Male","Has relevent experience","Full time course","Graduate","STEM",9,"50-99","Pvt Ltd",">4",90,"Y2","0"
"331",331,29288,0.624,"Male","No relevent experience","no_enrollment","Graduate","STEM",3,"500-999","Pvt Ltd","3",11,"Y1","0"
"332",332,5828,0.91,"Male","Has relevent experience","no_enrollment","Graduate","STEM",10,"50-99","Pvt Ltd","4",9,"Y3","0"
"333",333,26291,0.939,"Male","Has relevent experience","no_enrollment","Graduate","STEM",11,"1000-4999","Pvt Ltd",">4",72,"Y3","0"
"334",334,11739,0.926,"Male","Has relevent experience","Part time course","Graduate","STEM",18,"100-500","NGO","3",84,"Y4","0"
"335",335,20878,0.698,"Male","Has relevent experience","no_enrollment","Graduate","STEM",14,"50-99","Public Sector",">4",24,"Y3","0"
"336",336,2690,0.92,"Male","No relevent experience","no_enrollment","Graduate","STEM",22,"500-999","Pvt Ltd","1",55,"Y4","0"
"337",337,28477,0.624,"Male","No relevent experience","Full time course","Masters","STEM",3,"10/49","Pvt Ltd","1",57,"Y1","1"
"338",338,17107,0.624,"Male","Has relevent experience","Full time course","Graduate","STEM",2,"<10","Pvt Ltd","1",36,"Y1","1"
"339",339,24069,0.624,"Male","Has relevent experience","no_enrollment","Graduate","STEM",11,"50-99","Pvt Ltd","1",4,"Y3","1"
"340",340,20803,0.743,"Male","Has relevent experience","no_enrollment","Masters","Other",2,"100-500","Pvt Ltd","2",102,"Y1","0"
"341",341,3752,0.926,"Male","Has relevent experience","no_enrollment","Graduate","STEM",7,"10000+","Pvt Ltd","3",29,"Y2","0"
"342",342,32925,0.91,"Male","Has relevent experience","no_enrollment","Masters","STEM",22,"10000+","Pvt Ltd","2",78,"Y4","0"
"343",343,20143,0.866,"Male","Has relevent experience","no_enrollment","Masters","STEM",12,"50-99","Pvt Ltd","1",30,"Y3","0"
"344",344,24981,0.89,"Male","Has relevent experience","no_enrollment","Graduate","STEM",9,"50-99","Pvt Ltd","1",62,"Y2","0"
"345",345,27624,0.91,"Male","No relevent experience","no_enrollment","Primary School","STEM",8,"50-99","Pvt Ltd","2",21,"Y2","0"
"346",346,32355,0.884,"Male","Has relevent experience","no_enrollment","Graduate","STEM",12,"<10","Early Stage Startup","1",98,"Y3","0"
"347",347,9338,0.802,"Male","Has relevent experience","Full time course","Graduate","STEM",8,"100-500","NGO","1",4,"Y2","0"
"348",348,10386,0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM",22,"<10","Early Stage Startup","3",53,"Y4","0"
