"","X","Year","State","Commodity","Type","Production","Marketing","Measure","Domain","Chemi_family","Materials","Value"
"158",726,2019,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"APPLICATIONS","LB / ACRE / APPLICATION","FERTILIZER",NA,"POTASH",5
"159",727,2019,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"APPLICATIONS","LB / ACRE / APPLICATION","FERTILIZER",NA,"SULFUR",2
"160",728,2019,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"APPLICATIONS","LB / ACRE / YEAR","CHEMICAL"," FUNGICIDE","AZOXYSTROBIN = 128810",0.447
"161",734,2019,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"APPLICATIONS","LB / ACRE / YEAR","CHEMICAL"," FUNGICIDE","BLAD = 30006",0.54
"162",735,2019,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"APPLICATIONS","LB / ACRE / YEAR","CHEMICAL"," FUNGICIDE","BORAX DECAHYDRATE = 11102",0.051
"163",736,2019,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"APPLICATIONS","LB / ACRE / YEAR","CHEMICAL"," FUNGICIDE","BOSCALID = 128008",0.508
"164",738,2019,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"APPLICATIONS","LB / ACRE / YEAR","CHEMICAL"," FUNGICIDE","CAPTAN = 81301",10.456
"165",741,2019,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"APPLICATIONS","LB / ACRE / YEAR","CHEMICAL"," FUNGICIDE","CYFLUFENAMID = 555550",0.034
"166",742,2019,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"APPLICATIONS","LB / ACRE / YEAR","CHEMICAL"," FUNGICIDE","CYPRODINIL = 288202",0.765
"167",743,2019,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"APPLICATIONS","LB / ACRE / YEAR","CHEMICAL"," FUNGICIDE","DIFENOCONAZOLE = 128847",0.25
"168",744,2019,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"APPLICATIONS","LB / ACRE / YEAR","CHEMICAL"," FUNGICIDE","FENHEXAMID = 90209",1.163
"169",745,2019,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"APPLICATIONS","LB / ACRE / YEAR","CHEMICAL"," FUNGICIDE","FLUDIOXONIL = 71503",0.51
"170",746,2019,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"APPLICATIONS","LB / ACRE / YEAR","CHEMICAL"," FUNGICIDE","FLUOPYRAM = 80302",0.224
"171",747,2019,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"APPLICATIONS","LB / ACRE / YEAR","CHEMICAL"," FUNGICIDE","FLUXAPYROXAD = 138009",0.361
"172",748,2019,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"APPLICATIONS","LB / ACRE / YEAR","CHEMICAL"," FUNGICIDE","FOSETYL-AL = 123301",18.136
"173",750,2019,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"APPLICATIONS","LB / ACRE / YEAR","CHEMICAL"," FUNGICIDE","MEFENOXAM = 113502",1.215
"174",752,2019,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"APPLICATIONS","LB / ACRE / YEAR","CHEMICAL"," FUNGICIDE","MYCLOBUTANIL = 128857",0.281
"175",753,2019,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"APPLICATIONS","LB / ACRE / YEAR","CHEMICAL"," FUNGICIDE","PENTHIOPYRAD = 90112",0.625
"176",754,2019,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"APPLICATIONS","LB / ACRE / YEAR","CHEMICAL"," FUNGICIDE","POLYOXIN D ZINC SALT = 230000",0.149
"177",755,2019,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"APPLICATIONS","LB / ACRE / YEAR","CHEMICAL"," FUNGICIDE","POTASSIUM BICARBON. = 73508",2.908
"178",756,2019,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"APPLICATIONS","LB / ACRE / YEAR","CHEMICAL"," FUNGICIDE","PROPICONAZOLE = 122101",0.174
"179",757,2019,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"APPLICATIONS","LB / ACRE / YEAR","CHEMICAL"," FUNGICIDE","PYRACLOSTROBIN = 99100",0.317
"180",758,2019,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"APPLICATIONS","LB / ACRE / YEAR","CHEMICAL"," FUNGICIDE","PYRIMETHANIL = 288201",0.883
"181",759,2019,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"APPLICATIONS","LB / ACRE / YEAR","CHEMICAL"," FUNGICIDE","QUINOLINE = 55459",0.264
"182",761,2019,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"APPLICATIONS","LB / ACRE / YEAR","CHEMICAL"," FUNGICIDE","SULFUR = 77501",26.646
"183",762,2019,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"APPLICATIONS","LB / ACRE / YEAR","CHEMICAL"," FUNGICIDE","TETRACONAZOLE = 120603",0.058
"184",763,2019,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"APPLICATIONS","LB / ACRE / YEAR","CHEMICAL"," FUNGICIDE","THIOPHANATE-METHYL = 102001",1.041
"185",764,2019,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"APPLICATIONS","LB / ACRE / YEAR","CHEMICAL"," FUNGICIDE","THIRAM = 79801",5.064
"186",766,2019,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"APPLICATIONS","LB / ACRE / YEAR","CHEMICAL"," FUNGICIDE","TRIFLOXYSTROBIN = 129112",0.235
"187",767,2019,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"APPLICATIONS","LB / ACRE / YEAR","CHEMICAL"," FUNGICIDE","TRIFLUMIZOLE = 128879",0.55
"188",768,2019,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"APPLICATIONS","LB / ACRE / YEAR","CHEMICAL"," HERBICIDE","CARFENTRAZONE-ETHYL = 128712",0.074
"189",769,2019,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"APPLICATIONS","LB / ACRE / YEAR","CHEMICAL"," HERBICIDE","FLUMIOXAZIN = 129034",0.217
"190",774,2019,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"APPLICATIONS","LB / ACRE / YEAR","CHEMICAL"," HERBICIDE","OXYFLUORFEN = 111601",0.428
"191",776,2019,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"APPLICATIONS","LB / ACRE / YEAR","CHEMICAL"," HERBICIDE","PENDIMETHALIN = 108501",1.84
"192",778,2019,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"APPLICATIONS","LB / ACRE / YEAR","CHEMICAL"," INSECTICIDE","ABAMECTIN = 122804",0.04
"193",779,2019,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"APPLICATIONS","LB / ACRE / YEAR","CHEMICAL"," INSECTICIDE","ACEQUINOCYL = 6329",0.47
"194",780,2019,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"APPLICATIONS","LB / ACRE / YEAR","CHEMICAL"," INSECTICIDE","ACETAMIPRID = 99050",0.182
"195",781,2019,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"APPLICATIONS","LB / ACRE / YEAR","CHEMICAL"," INSECTICIDE","AZADIRACHTIN = 121701",0.091
"196",783,2019,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"APPLICATIONS","LB / ACRE / YEAR","CHEMICAL"," INSECTICIDE","BIFENAZATE = 586",0.978
"197",784,2019,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"APPLICATIONS","LB / ACRE / YEAR","CHEMICAL"," INSECTICIDE","BIFENTHRIN = 128825",0.346
"198",792,2019,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"APPLICATIONS","LB / ACRE / YEAR","CHEMICAL"," INSECTICIDE","CHLORANTRANILIPROLE = 90100",0.119
"199",795,2019,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"APPLICATIONS","LB / ACRE / YEAR","CHEMICAL"," INSECTICIDE","CYANTRANILIPROLE = 90098",0.222
"200",796,2019,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"APPLICATIONS","LB / ACRE / YEAR","CHEMICAL"," INSECTICIDE","CYFLUMETOFEN = 138831",0.299
"201",797,2019,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"APPLICATIONS","LB / ACRE / YEAR","CHEMICAL"," INSECTICIDE","ETOXAZOLE = 107091",0.581
"202",799,2019,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"APPLICATIONS","LB / ACRE / YEAR","CHEMICAL"," INSECTICIDE","FENPROPATHRIN = 127901",0.531
"203",800,2019,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"APPLICATIONS","LB / ACRE / YEAR","CHEMICAL"," INSECTICIDE","FENPYROXIMATE = 129131",0.128
"204",801,2019,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"APPLICATIONS","LB / ACRE / YEAR","CHEMICAL"," INSECTICIDE","FLONICAMID = 128016",0.161
"205",802,2019,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"APPLICATIONS","LB / ACRE / YEAR","CHEMICAL"," INSECTICIDE","FLUPYRADIFURONE = 122304",0.399
"206",804,2019,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"APPLICATIONS","LB / ACRE / YEAR","CHEMICAL"," INSECTICIDE","HEXYTHIAZOX = 128849",0.269
"207",805,2019,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"APPLICATIONS","LB / ACRE / YEAR","CHEMICAL"," INSECTICIDE","IMIDACLOPRID = 129099",0.793
"208",806,2019,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"APPLICATIONS","LB / ACRE / YEAR","CHEMICAL"," INSECTICIDE","MALATHION = 57701",5.571
"209",807,2019,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"APPLICATIONS","LB / ACRE / YEAR","CHEMICAL"," INSECTICIDE","METHOXYFENOZIDE = 121027",0.245
"210",808,2019,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"APPLICATIONS","LB / ACRE / YEAR","CHEMICAL"," INSECTICIDE","NALED = 34401",1.665
"211",809,2019,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"APPLICATIONS","LB / ACRE / YEAR","CHEMICAL"," INSECTICIDE","NEEM OIL = 25006",0.334
"212",810,2019,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"APPLICATIONS","LB / ACRE / YEAR","CHEMICAL"," INSECTICIDE","NEEM OIL, CLAR. HYD. = 25007",7.924
"213",811,2019,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"APPLICATIONS","LB / ACRE / YEAR","CHEMICAL"," INSECTICIDE","NOVALURON = 124002",0.192
"214",812,2019,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"APPLICATIONS","LB / ACRE / YEAR","CHEMICAL"," INSECTICIDE","PIPERONYL BUTOXIDE = 67501",0.884
"215",814,2019,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"APPLICATIONS","LB / ACRE / YEAR","CHEMICAL"," INSECTICIDE","PYRETHRINS = 69001",0.074
"216",816,2019,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"APPLICATIONS","LB / ACRE / YEAR","CHEMICAL"," INSECTICIDE","PYRIPROXYFEN = 129032",0.074
"217",818,2019,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"APPLICATIONS","LB / ACRE / YEAR","CHEMICAL"," INSECTICIDE","SPINETORAM = 110007",0.108
"218",819,2019,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"APPLICATIONS","LB / ACRE / YEAR","CHEMICAL"," INSECTICIDE","SPINOSAD = 110003",0.113
"219",820,2019,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"APPLICATIONS","LB / ACRE / YEAR","CHEMICAL"," INSECTICIDE","SPIROMESIFEN = 24875",0.307
"220",821,2019,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"APPLICATIONS","LB / ACRE / YEAR","CHEMICAL"," INSECTICIDE","SULFOXAFLOR = 5210",0.137
"221",822,2019,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"APPLICATIONS","LB / ACRE / YEAR","CHEMICAL"," INSECTICIDE","THIAMETHOXAM = 60109",0.164
"222",830,2019,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"APPLICATIONS","LB / ACRE / YEAR","CHEMICAL"," OTHER","CHLOROPICRIN = 81501",345.893
"223",831,2019,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"APPLICATIONS","LB / ACRE / YEAR","CHEMICAL"," OTHER","DICHLOROPROPENE = 29001",125.71
"224",832,2019,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"APPLICATIONS","LB / ACRE / YEAR","CHEMICAL"," OTHER","FLUTRIAFOL = 128940",0.188
"225",835,2019,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"APPLICATIONS","LB / ACRE / YEAR","CHEMICAL"," OTHER","IRON PHOSPHATE = 34903",0.235
"226",837,2019,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"APPLICATIONS","LB / ACRE / YEAR","CHEMICAL"," OTHER","METAM-POTASSIUM = 39002",244.72
"227",838,2019,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"APPLICATIONS","LB / ACRE / YEAR","CHEMICAL"," OTHER","METAM-SODIUM = 39003",303.425
"228",842,2019,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"APPLICATIONS","LB / ACRE / YEAR","CHEMICAL"," OTHER","REYNOUTRIA SACHALINE = 55809",0.231
"229",844,2019,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"APPLICATIONS","LB / ACRE / YEAR","FERTILIZER",NA,"NITROGEN",58
"230",845,2019,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"APPLICATIONS","LB / ACRE / YEAR","FERTILIZER",NA,"PHOSPHATE",86
"231",846,2019,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"APPLICATIONS","LB / ACRE / YEAR","FERTILIZER",NA,"POTASH",75
"232",847,2019,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"APPLICATIONS","LB / ACRE / YEAR","FERTILIZER",NA,"SULFUR",16
"233",848,2019,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"APPLICATIONS","NUMBER","CHEMICAL"," FUNGICIDE","AZOXYSTROBIN = 128810",2.2
"234",850,2019,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"APPLICATIONS","NUMBER","CHEMICAL"," FUNGICIDE","BACILLUS AMYLOLIQUEFACIENS STRAIN D747 = 16482",1.2
"235",853,2019,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"APPLICATIONS","NUMBER","CHEMICAL"," FUNGICIDE","BACILLUS SUBTILIS = 6479",1.5
"236",854,2019,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"APPLICATIONS","NUMBER","CHEMICAL"," FUNGICIDE","BLAD = 30006",1.1
"237",855,2019,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"APPLICATIONS","NUMBER","CHEMICAL"," FUNGICIDE","BORAX DECAHYDRATE = 11102",2.3
"238",856,2019,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"APPLICATIONS","NUMBER","CHEMICAL"," FUNGICIDE","BOSCALID = 128008",1.5
"239",857,2019,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"APPLICATIONS","NUMBER","CHEMICAL"," FUNGICIDE","BT SUBSP KURSTAKI EVB-113-19 = 6544",2.6
"240",858,2019,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"APPLICATIONS","NUMBER","CHEMICAL"," FUNGICIDE","CAPTAN = 81301",6
"241",861,2019,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"APPLICATIONS","NUMBER","CHEMICAL"," FUNGICIDE","CYFLUFENAMID = 555550",1.5
"242",862,2019,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"APPLICATIONS","NUMBER","CHEMICAL"," FUNGICIDE","CYPRODINIL = 288202",2.4
"243",863,2019,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"APPLICATIONS","NUMBER","CHEMICAL"," FUNGICIDE","DIFENOCONAZOLE = 128847",2.2
"244",864,2019,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"APPLICATIONS","NUMBER","CHEMICAL"," FUNGICIDE","FENHEXAMID = 90209",1.9
"245",865,2019,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"APPLICATIONS","NUMBER","CHEMICAL"," FUNGICIDE","FLUDIOXONIL = 71503",2.4
"246",866,2019,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"APPLICATIONS","NUMBER","CHEMICAL"," FUNGICIDE","FLUOPYRAM = 80302",2
"247",867,2019,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"APPLICATIONS","NUMBER","CHEMICAL"," FUNGICIDE","FLUXAPYROXAD = 138009",2.2
"248",868,2019,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"APPLICATIONS","NUMBER","CHEMICAL"," FUNGICIDE","FOSETYL-AL = 123301",4.5
"249",870,2019,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"APPLICATIONS","NUMBER","CHEMICAL"," FUNGICIDE","MEFENOXAM = 113502",2.5
"250",872,2019,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"APPLICATIONS","NUMBER","CHEMICAL"," FUNGICIDE","MYCLOBUTANIL = 128857",2.6
"251",873,2019,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"APPLICATIONS","NUMBER","CHEMICAL"," FUNGICIDE","PENTHIOPYRAD = 90112",2.1
"252",874,2019,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"APPLICATIONS","NUMBER","CHEMICAL"," FUNGICIDE","POLYOXIN D ZINC SALT = 230000",2.1
"253",875,2019,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"APPLICATIONS","NUMBER","CHEMICAL"," FUNGICIDE","POTASSIUM BICARBON. = 73508",1.2
"254",876,2019,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"APPLICATIONS","NUMBER","CHEMICAL"," FUNGICIDE","PROPICONAZOLE = 122101",1.6
"255",877,2019,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"APPLICATIONS","NUMBER","CHEMICAL"," FUNGICIDE","PYRACLOSTROBIN = 99100",1.9
"256",878,2019,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"APPLICATIONS","NUMBER","CHEMICAL"," FUNGICIDE","PYRIMETHANIL = 288201",1.7
"257",879,2019,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"APPLICATIONS","NUMBER","CHEMICAL"," FUNGICIDE","QUINOLINE = 55459",2.7
"258",881,2019,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"APPLICATIONS","NUMBER","CHEMICAL"," FUNGICIDE","SULFUR = 77501",7.3
"259",882,2019,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"APPLICATIONS","NUMBER","CHEMICAL"," FUNGICIDE","TETRACONAZOLE = 120603",1.5
"260",883,2019,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"APPLICATIONS","NUMBER","CHEMICAL"," FUNGICIDE","THIOPHANATE-METHYL = 102001",1.6
"261",884,2019,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"APPLICATIONS","NUMBER","CHEMICAL"," FUNGICIDE","THIRAM = 79801",2.3
"262",886,2019,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"APPLICATIONS","NUMBER","CHEMICAL"," FUNGICIDE","TRIFLOXYSTROBIN = 129112",2.1
"263",887,2019,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"APPLICATIONS","NUMBER","CHEMICAL"," FUNGICIDE","TRIFLUMIZOLE = 128879",2.4
"264",888,2019,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"APPLICATIONS","NUMBER","CHEMICAL"," HERBICIDE","CARFENTRAZONE-ETHYL = 128712",3
"265",889,2019,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"APPLICATIONS","NUMBER","CHEMICAL"," HERBICIDE","FLUMIOXAZIN = 129034",2.4
"266",894,2019,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"APPLICATIONS","NUMBER","CHEMICAL"," HERBICIDE","OXYFLUORFEN = 111601",1.4
"267",896,2019,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"APPLICATIONS","NUMBER","CHEMICAL"," HERBICIDE","PENDIMETHALIN = 108501",1.5
"268",898,2019,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"APPLICATIONS","NUMBER","CHEMICAL"," INSECTICIDE","ABAMECTIN = 122804",2.2
"269",899,2019,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"APPLICATIONS","NUMBER","CHEMICAL"," INSECTICIDE","ACEQUINOCYL = 6329",1.6
"270",900,2019,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"APPLICATIONS","NUMBER","CHEMICAL"," INSECTICIDE","ACETAMIPRID = 99050",1.4
"271",901,2019,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"APPLICATIONS","NUMBER","CHEMICAL"," INSECTICIDE","AZADIRACHTIN = 121701",2.7
"272",903,2019,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"APPLICATIONS","NUMBER","CHEMICAL"," INSECTICIDE","BIFENAZATE = 586",2
"273",904,2019,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"APPLICATIONS","NUMBER","CHEMICAL"," INSECTICIDE","BIFENTHRIN = 128825",3.2
"274",905,2019,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"APPLICATIONS","NUMBER","CHEMICAL"," INSECTICIDE","BT KURSTAK ABTS-1857 = 6523",1.5
"275",906,2019,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"APPLICATIONS","NUMBER","CHEMICAL"," INSECTICIDE","BT KURSTAKI ABTS-351 = 6522",1.6
"276",907,2019,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"APPLICATIONS","NUMBER","CHEMICAL"," INSECTICIDE","BT KURSTAKI SA-11 = 6519",1.3
"277",908,2019,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"APPLICATIONS","NUMBER","CHEMICAL"," INSECTICIDE","BT SUB AIZAWAI GC-91 = 6426",1.6
"278",910,2019,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"APPLICATIONS","NUMBER","CHEMICAL"," INSECTICIDE","BURKHOLDERIA A396 CELLS & MEDIA = 6534",1.7
"279",912,2019,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"APPLICATIONS","NUMBER","CHEMICAL"," INSECTICIDE","CHLORANTRANILIPROLE = 90100",1.8
"280",914,2019,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"APPLICATIONS","NUMBER","CHEMICAL"," INSECTICIDE","CHROMOBAC SUBTSUGAE PRAA4-1 CELLS AND SPENT MEDIA = 16329",1.3
"281",915,2019,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"APPLICATIONS","NUMBER","CHEMICAL"," INSECTICIDE","CYANTRANILIPROLE = 90098",2
"282",916,2019,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"APPLICATIONS","NUMBER","CHEMICAL"," INSECTICIDE","CYFLUMETOFEN = 138831",1.7
"283",917,2019,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"APPLICATIONS","NUMBER","CHEMICAL"," INSECTICIDE","ETOXAZOLE = 107091",4.3
"284",919,2019,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"APPLICATIONS","NUMBER","CHEMICAL"," INSECTICIDE","FENPROPATHRIN = 127901",1.9
"285",920,2019,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"APPLICATIONS","NUMBER","CHEMICAL"," INSECTICIDE","FENPYROXIMATE = 129131",1.2
"286",921,2019,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"APPLICATIONS","NUMBER","CHEMICAL"," INSECTICIDE","FLONICAMID = 128016",1.9
"287",922,2019,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"APPLICATIONS","NUMBER","CHEMICAL"," INSECTICIDE","FLUPYRADIFURONE = 122304",2.5
"288",924,2019,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"APPLICATIONS","NUMBER","CHEMICAL"," INSECTICIDE","HEXYTHIAZOX = 128849",1.5
"289",925,2019,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"APPLICATIONS","NUMBER","CHEMICAL"," INSECTICIDE","IMIDACLOPRID = 129099",1.5
"290",926,2019,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"APPLICATIONS","NUMBER","CHEMICAL"," INSECTICIDE","MALATHION = 57701",2.8
"291",927,2019,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"APPLICATIONS","NUMBER","CHEMICAL"," INSECTICIDE","METHOXYFENOZIDE = 121027",1.4
"292",928,2019,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"APPLICATIONS","NUMBER","CHEMICAL"," INSECTICIDE","NALED = 34401",1.8
"293",929,2019,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"APPLICATIONS","NUMBER","CHEMICAL"," INSECTICIDE","NEEM OIL = 25006",3.5
"294",930,2019,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"APPLICATIONS","NUMBER","CHEMICAL"," INSECTICIDE","NEEM OIL, CLAR. HYD. = 25007",1.5
"295",931,2019,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"APPLICATIONS","NUMBER","CHEMICAL"," INSECTICIDE","NOVALURON = 124002",3.2
"296",932,2019,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"APPLICATIONS","NUMBER","CHEMICAL"," INSECTICIDE","PIPERONYL BUTOXIDE = 67501",1.8
"297",934,2019,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"APPLICATIONS","NUMBER","CHEMICAL"," INSECTICIDE","PYRETHRINS = 69001",1.7
"298",936,2019,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"APPLICATIONS","NUMBER","CHEMICAL"," INSECTICIDE","PYRIPROXYFEN = 129032",1.1
"299",938,2019,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"APPLICATIONS","NUMBER","CHEMICAL"," INSECTICIDE","SPINETORAM = 110007",1.6
"300",939,2019,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"APPLICATIONS","NUMBER","CHEMICAL"," INSECTICIDE","SPINOSAD = 110003",1.2
"301",940,2019,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"APPLICATIONS","NUMBER","CHEMICAL"," INSECTICIDE","SPIROMESIFEN = 24875",1.3
"302",941,2019,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"APPLICATIONS","NUMBER","CHEMICAL"," INSECTICIDE","SULFOXAFLOR = 5210",2
"303",942,2019,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"APPLICATIONS","NUMBER","CHEMICAL"," INSECTICIDE","THIAMETHOXAM = 60109",2.7
"304",950,2019,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"APPLICATIONS","NUMBER","CHEMICAL"," OTHER","CHLOROPICRIN = 81501",1.4
"305",951,2019,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"APPLICATIONS","NUMBER","CHEMICAL"," OTHER","DICHLOROPROPENE = 29001",1.5
"306",952,2019,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"APPLICATIONS","NUMBER","CHEMICAL"," OTHER","FLUTRIAFOL = 128940",1.7
"307",955,2019,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"APPLICATIONS","NUMBER","CHEMICAL"," OTHER","IRON PHOSPHATE = 34903",1.5
"308",957,2019,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"APPLICATIONS","NUMBER","CHEMICAL"," OTHER","METAM-POTASSIUM = 39002",1.1
