,Year,State,Commodity,Type,Production,Marketing,Measure,Domain,Chemi_family,Materials,Value
184,2019,CALIFORNIA,RASPBERRIES,BEARING,NA,APPLICATIONS,"LB / ACRE / APPLICATION, AVG",CHEMICAL, INSECTICIDE,BIFENAZATE = 586,0.501
185,2019,CALIFORNIA,RASPBERRIES,BEARING,NA,APPLICATIONS,"LB / ACRE / APPLICATION, AVG",CHEMICAL, INSECTICIDE,BIFENTHRIN = 128825,(D)
186,2019,CALIFORNIA,RASPBERRIES,BEARING,NA,APPLICATIONS,"LB / ACRE / APPLICATION, AVG",CHEMICAL, INSECTICIDE,BT KURSTAK ABTS-1857 = 6523,(NA)
187,2019,CALIFORNIA,RASPBERRIES,BEARING,NA,APPLICATIONS,"LB / ACRE / APPLICATION, AVG",CHEMICAL, INSECTICIDE,BT KURSTAKI ABTS-351 = 6522,(NA)
188,2019,CALIFORNIA,RASPBERRIES,BEARING,NA,APPLICATIONS,"LB / ACRE / APPLICATION, AVG",CHEMICAL, INSECTICIDE,BT KURSTAKI EG7841 = 6453,(NA)
189,2019,CALIFORNIA,RASPBERRIES,BEARING,NA,APPLICATIONS,"LB / ACRE / APPLICATION, AVG",CHEMICAL, INSECTICIDE,BT KURSTAKI SA-11 = 6519,(NA)
190,2019,CALIFORNIA,RASPBERRIES,BEARING,NA,APPLICATIONS,"LB / ACRE / APPLICATION, AVG",CHEMICAL, INSECTICIDE,BT SUB AIZAWAI GC-91 = 6426,(NA)
191,2019,CALIFORNIA,RASPBERRIES,BEARING,NA,APPLICATIONS,"LB / ACRE / APPLICATION, AVG",CHEMICAL, INSECTICIDE,CHLORANTRANILIPROLE = 90100,(D)
192,2019,CALIFORNIA,RASPBERRIES,BEARING,NA,APPLICATIONS,"LB / ACRE / APPLICATION, AVG",CHEMICAL, INSECTICIDE,CYFLUMETOFEN = 138831,(D)
193,2019,CALIFORNIA,RASPBERRIES,BEARING,NA,APPLICATIONS,"LB / ACRE / APPLICATION, AVG",CHEMICAL, INSECTICIDE,DELTAMETHRIN = 97805,(D)
194,2019,CALIFORNIA,RASPBERRIES,BEARING,NA,APPLICATIONS,"LB / ACRE / APPLICATION, AVG",CHEMICAL, INSECTICIDE,DIAZINON = 57801,(D)
195,2019,CALIFORNIA,RASPBERRIES,BEARING,NA,APPLICATIONS,"LB / ACRE / APPLICATION, AVG",CHEMICAL, INSECTICIDE,ETOXAZOLE = 107091,(D)
196,2019,CALIFORNIA,RASPBERRIES,BEARING,NA,APPLICATIONS,"LB / ACRE / APPLICATION, AVG",CHEMICAL, INSECTICIDE,HEXYTHIAZOX = 128849,(D)
197,2019,CALIFORNIA,RASPBERRIES,BEARING,NA,APPLICATIONS,"LB / ACRE / APPLICATION, AVG",CHEMICAL, INSECTICIDE,IMIDACLOPRID = 129099,(D)
198,2019,CALIFORNIA,RASPBERRIES,BEARING,NA,APPLICATIONS,"LB / ACRE / APPLICATION, AVG",CHEMICAL, INSECTICIDE,MALATHION = 57701,(D)
199,2019,CALIFORNIA,RASPBERRIES,BEARING,NA,APPLICATIONS,"LB / ACRE / APPLICATION, AVG",CHEMICAL, INSECTICIDE,METHOXYFENOZIDE = 121027,0.129
200,2019,CALIFORNIA,RASPBERRIES,BEARING,NA,APPLICATIONS,"LB / ACRE / APPLICATION, AVG",CHEMICAL, INSECTICIDE,NALED = 34401,(D)
201,2019,CALIFORNIA,RASPBERRIES,BEARING,NA,APPLICATIONS,"LB / ACRE / APPLICATION, AVG",CHEMICAL, INSECTICIDE,NEEM OIL = 25006,(D)
202,2019,CALIFORNIA,RASPBERRIES,BEARING,NA,APPLICATIONS,"LB / ACRE / APPLICATION, AVG",CHEMICAL, INSECTICIDE,"NEEM OIL, CLAR. HYD. = 25007",(D)
203,2019,CALIFORNIA,RASPBERRIES,BEARING,NA,APPLICATIONS,"LB / ACRE / APPLICATION, AVG",CHEMICAL, INSECTICIDE,PETROLEUM DISTILLATE = 63503,(D)
204,2019,CALIFORNIA,RASPBERRIES,BEARING,NA,APPLICATIONS,"LB / ACRE / APPLICATION, AVG",CHEMICAL, INSECTICIDE,PIPERONYL BUTOXIDE = 67501,(D)
205,2019,CALIFORNIA,RASPBERRIES,BEARING,NA,APPLICATIONS,"LB / ACRE / APPLICATION, AVG",CHEMICAL, INSECTICIDE,POTASSIUM SALTS = 79021,(D)
206,2019,CALIFORNIA,RASPBERRIES,BEARING,NA,APPLICATIONS,"LB / ACRE / APPLICATION, AVG",CHEMICAL, INSECTICIDE,PYRETHRINS = 69001,0.042
207,2019,CALIFORNIA,RASPBERRIES,BEARING,NA,APPLICATIONS,"LB / ACRE / APPLICATION, AVG",CHEMICAL, INSECTICIDE,SPINETORAM = 110007,0.077
208,2019,CALIFORNIA,RASPBERRIES,BEARING,NA,APPLICATIONS,"LB / ACRE / APPLICATION, AVG",CHEMICAL, INSECTICIDE,SPINOSAD = 110003,0.084
209,2019,CALIFORNIA,RASPBERRIES,BEARING,NA,APPLICATIONS,"LB / ACRE / APPLICATION, AVG",CHEMICAL, INSECTICIDE,SPIROMESIFEN = 24875,(D)
210,2019,CALIFORNIA,RASPBERRIES,BEARING,NA,APPLICATIONS,"LB / ACRE / APPLICATION, AVG",CHEMICAL, INSECTICIDE,THIAMETHOXAM = 60109,(D)
211,2019,CALIFORNIA,RASPBERRIES,BEARING,NA,APPLICATIONS,"LB / ACRE / APPLICATION, AVG",CHEMICAL, INSECTICIDE,ZETA-CYPERMETHRIN = 129064,0.046
212,2019,CALIFORNIA,RASPBERRIES,BEARING,NA,APPLICATIONS,"LB / ACRE / APPLICATION, AVG",CHEMICAL, OTHER,CAPRIC ACID = 128955,(D)
213,2019,CALIFORNIA,RASPBERRIES,BEARING,NA,APPLICATIONS,"LB / ACRE / APPLICATION, AVG",CHEMICAL, OTHER,CAPRYLIC ACID = 128919,(D)
214,2019,CALIFORNIA,RASPBERRIES,BEARING,NA,APPLICATIONS,"LB / ACRE / APPLICATION, AVG",CHEMICAL, OTHER,CHLOROPICRIN = 81501,(D)
215,2019,CALIFORNIA,RASPBERRIES,BEARING,NA,APPLICATIONS,"LB / ACRE / APPLICATION, AVG",CHEMICAL, OTHER,DICHLOROPROPENE = 29001,(D)
216,2019,CALIFORNIA,RASPBERRIES,BEARING,NA,APPLICATIONS,"LB / ACRE / APPLICATION, AVG",CHEMICAL, OTHER,FLUTRIAFOL = 128940,(D)
217,2019,CALIFORNIA,RASPBERRIES,BEARING,NA,APPLICATIONS,"LB / ACRE / APPLICATION, AVG",CHEMICAL, OTHER,IRON PHOSPHATE = 34903,(D)
218,2019,CALIFORNIA,RASPBERRIES,BEARING,NA,APPLICATIONS,"LB / ACRE / APPLICATION, AVG",CHEMICAL, OTHER,METALDEHYDE = 53001,(D)
219,2019,CALIFORNIA,RASPBERRIES,BEARING,NA,APPLICATIONS,"LB / ACRE / APPLICATION, AVG",CHEMICAL, OTHER,MINERAL OIL = 63502,(D)
220,2019,CALIFORNIA,RASPBERRIES,BEARING,NA,APPLICATIONS,"LB / ACRE / APPLICATION, AVG",CHEMICAL, OTHER,PAECILOMYCES FUMOSOR = 115002,(D)
221,2019,CALIFORNIA,RASPBERRIES,BEARING,NA,APPLICATIONS,"LB / ACRE / APPLICATION, AVG",FERTILIZER,NA,NITROGEN,1
222,2019,CALIFORNIA,RASPBERRIES,BEARING,NA,APPLICATIONS,"LB / ACRE / APPLICATION, AVG",FERTILIZER,NA,PHOSPHATE,(D)
223,2019,CALIFORNIA,RASPBERRIES,BEARING,NA,APPLICATIONS,"LB / ACRE / APPLICATION, AVG",FERTILIZER,NA,POTASH,(D)
224,2019,CALIFORNIA,RASPBERRIES,BEARING,NA,APPLICATIONS,"LB / ACRE / APPLICATION, AVG",FERTILIZER,NA,SULFUR,(D)
225,2019,CALIFORNIA,RASPBERRIES,BEARING,NA,APPLICATIONS,"LB / ACRE / YEAR, AVG",CHEMICAL, FUNGICIDE,AZOXYSTROBIN = 128810,(D)
226,2019,CALIFORNIA,RASPBERRIES,BEARING,NA,APPLICATIONS,"LB / ACRE / YEAR, AVG",CHEMICAL, FUNGICIDE,BACILLUS AMYLOLIQUEFACIENS STRAIN D747 = 16482,(NA)
227,2019,CALIFORNIA,RASPBERRIES,BEARING,NA,APPLICATIONS,"LB / ACRE / YEAR, AVG",CHEMICAL, FUNGICIDE,BACILLUS SUBTILIS = 6479,(NA)
228,2019,CALIFORNIA,RASPBERRIES,BEARING,NA,APPLICATIONS,"LB / ACRE / YEAR, AVG",CHEMICAL, FUNGICIDE,BORAX DECAHYDRATE = 11102,(D)
229,2019,CALIFORNIA,RASPBERRIES,BEARING,NA,APPLICATIONS,"LB / ACRE / YEAR, AVG",CHEMICAL, FUNGICIDE,BOSCALID = 128008,0.418
230,2019,CALIFORNIA,RASPBERRIES,BEARING,NA,APPLICATIONS,"LB / ACRE / YEAR, AVG",CHEMICAL, FUNGICIDE,CALCIUM POLYSULFIDE = 76702,(D)
231,2019,CALIFORNIA,RASPBERRIES,BEARING,NA,APPLICATIONS,"LB / ACRE / YEAR, AVG",CHEMICAL, FUNGICIDE,CAPTAN = 81301,(D)
232,2019,CALIFORNIA,RASPBERRIES,BEARING,NA,APPLICATIONS,"LB / ACRE / YEAR, AVG",CHEMICAL, FUNGICIDE,COPPER OCTANOATE = 23306,(D)
233,2019,CALIFORNIA,RASPBERRIES,BEARING,NA,APPLICATIONS,"LB / ACRE / YEAR, AVG",CHEMICAL, FUNGICIDE,COPPER OXIDE = 25601,(D)
234,2019,CALIFORNIA,RASPBERRIES,BEARING,NA,APPLICATIONS,"LB / ACRE / YEAR, AVG",CHEMICAL, FUNGICIDE,CYPRODINIL = 288202,0.44
235,2019,CALIFORNIA,RASPBERRIES,BEARING,NA,APPLICATIONS,"LB / ACRE / YEAR, AVG",CHEMICAL, FUNGICIDE,FENHEXAMID = 90209,(D)
236,2019,CALIFORNIA,RASPBERRIES,BEARING,NA,APPLICATIONS,"LB / ACRE / YEAR, AVG",CHEMICAL, FUNGICIDE,FLUDIOXONIL = 71503,0.293
237,2019,CALIFORNIA,RASPBERRIES,BEARING,NA,APPLICATIONS,"LB / ACRE / YEAR, AVG",CHEMICAL, FUNGICIDE,FLUOPYRAM = 80302,(D)
238,2019,CALIFORNIA,RASPBERRIES,BEARING,NA,APPLICATIONS,"LB / ACRE / YEAR, AVG",CHEMICAL, FUNGICIDE,FLUXAPYROXAD = 138009,(D)
239,2019,CALIFORNIA,RASPBERRIES,BEARING,NA,APPLICATIONS,"LB / ACRE / YEAR, AVG",CHEMICAL, FUNGICIDE,IPRODIONE = 109801,(D)
240,2019,CALIFORNIA,RASPBERRIES,BEARING,NA,APPLICATIONS,"LB / ACRE / YEAR, AVG",CHEMICAL, FUNGICIDE,ISOFETAMID = 270000,(D)
241,2019,CALIFORNIA,RASPBERRIES,BEARING,NA,APPLICATIONS,"LB / ACRE / YEAR, AVG",CHEMICAL, FUNGICIDE,MEFENOXAM = 113502,(D)
242,2019,CALIFORNIA,RASPBERRIES,BEARING,NA,APPLICATIONS,"LB / ACRE / YEAR, AVG",CHEMICAL, FUNGICIDE,MYCLOBUTANIL = 128857,0.085
243,2019,CALIFORNIA,RASPBERRIES,BEARING,NA,APPLICATIONS,"LB / ACRE / YEAR, AVG",CHEMICAL, FUNGICIDE,OXATHIAPIPROLIN = 128111,(D)
244,2019,CALIFORNIA,RASPBERRIES,BEARING,NA,APPLICATIONS,"LB / ACRE / YEAR, AVG",CHEMICAL, FUNGICIDE,POLYOXIN D ZINC SALT = 230000,(D)
245,2019,CALIFORNIA,RASPBERRIES,BEARING,NA,APPLICATIONS,"LB / ACRE / YEAR, AVG",CHEMICAL, FUNGICIDE,POTASSIUM BICARBON. = 73508,(D)
246,2019,CALIFORNIA,RASPBERRIES,BEARING,NA,APPLICATIONS,"LB / ACRE / YEAR, AVG",CHEMICAL, FUNGICIDE,PROPICONAZOLE = 122101,(D)
247,2019,CALIFORNIA,RASPBERRIES,BEARING,NA,APPLICATIONS,"LB / ACRE / YEAR, AVG",CHEMICAL, FUNGICIDE,PYRACLOSTROBIN = 99100,0.208
248,2019,CALIFORNIA,RASPBERRIES,BEARING,NA,APPLICATIONS,"LB / ACRE / YEAR, AVG",CHEMICAL, FUNGICIDE,PYRIMETHANIL = 288201,(D)
249,2019,CALIFORNIA,RASPBERRIES,BEARING,NA,APPLICATIONS,"LB / ACRE / YEAR, AVG",CHEMICAL, FUNGICIDE,QUINOLINE = 55459,(D)
250,2019,CALIFORNIA,RASPBERRIES,BEARING,NA,APPLICATIONS,"LB / ACRE / YEAR, AVG",CHEMICAL, FUNGICIDE,STREPTOMYCES LYDICUS = 6327,(NA)
251,2019,CALIFORNIA,RASPBERRIES,BEARING,NA,APPLICATIONS,"LB / ACRE / YEAR, AVG",CHEMICAL, FUNGICIDE,SULFUR = 77501,(D)
252,2019,CALIFORNIA,RASPBERRIES,BEARING,NA,APPLICATIONS,"LB / ACRE / YEAR, AVG",CHEMICAL, FUNGICIDE,TRIFLOXYSTROBIN = 129112,(D)
253,2019,CALIFORNIA,RASPBERRIES,BEARING,NA,APPLICATIONS,"LB / ACRE / YEAR, AVG",CHEMICAL, FUNGICIDE,TRIFLUMIZOLE = 128879,(D)
254,2019,CALIFORNIA,RASPBERRIES,BEARING,NA,APPLICATIONS,"LB / ACRE / YEAR, AVG",CHEMICAL, HERBICIDE,CARFENTRAZONE-ETHYL = 128712,(D)
255,2019,CALIFORNIA,RASPBERRIES,BEARING,NA,APPLICATIONS,"LB / ACRE / YEAR, AVG",CHEMICAL, HERBICIDE,CLETHODIM = 121011,(D)
256,2019,CALIFORNIA,RASPBERRIES,BEARING,NA,APPLICATIONS,"LB / ACRE / YEAR, AVG",CHEMICAL, HERBICIDE,FLUMIOXAZIN = 129034,(D)
257,2019,CALIFORNIA,RASPBERRIES,BEARING,NA,APPLICATIONS,"LB / ACRE / YEAR, AVG",CHEMICAL, HERBICIDE,GLYPHOSATE POT. SALT = 103613,(D)
258,2019,CALIFORNIA,RASPBERRIES,BEARING,NA,APPLICATIONS,"LB / ACRE / YEAR, AVG",CHEMICAL, HERBICIDE,OXYFLUORFEN = 111601,(D)
259,2019,CALIFORNIA,RASPBERRIES,BEARING,NA,APPLICATIONS,"LB / ACRE / YEAR, AVG",CHEMICAL, HERBICIDE,PARAQUAT = 61601,(D)
260,2019,CALIFORNIA,RASPBERRIES,BEARING,NA,APPLICATIONS,"LB / ACRE / YEAR, AVG",CHEMICAL, HERBICIDE,PENDIMETHALIN = 108501,(D)
261,2019,CALIFORNIA,RASPBERRIES,BEARING,NA,APPLICATIONS,"LB / ACRE / YEAR, AVG",CHEMICAL, INSECTICIDE,ABAMECTIN = 122804,(D)
262,2019,CALIFORNIA,RASPBERRIES,BEARING,NA,APPLICATIONS,"LB / ACRE / YEAR, AVG",CHEMICAL, INSECTICIDE,ACEQUINOCYL = 6329,0.31
263,2019,CALIFORNIA,RASPBERRIES,BEARING,NA,APPLICATIONS,"LB / ACRE / YEAR, AVG",CHEMICAL, INSECTICIDE,ACETAMIPRID = 99050,(D)
264,2019,CALIFORNIA,RASPBERRIES,BEARING,NA,APPLICATIONS,"LB / ACRE / YEAR, AVG",CHEMICAL, INSECTICIDE,AZADIRACHTIN = 121701,(D)
265,2019,CALIFORNIA,RASPBERRIES,BEARING,NA,APPLICATIONS,"LB / ACRE / YEAR, AVG",CHEMICAL, INSECTICIDE,BIFENAZATE = 586,0.583
266,2019,CALIFORNIA,RASPBERRIES,BEARING,NA,APPLICATIONS,"LB / ACRE / YEAR, AVG",CHEMICAL, INSECTICIDE,BIFENTHRIN = 128825,(D)
267,2019,CALIFORNIA,RASPBERRIES,BEARING,NA,APPLICATIONS,"LB / ACRE / YEAR, AVG",CHEMICAL, INSECTICIDE,BT KURSTAK ABTS-1857 = 6523,(NA)
268,2019,CALIFORNIA,RASPBERRIES,BEARING,NA,APPLICATIONS,"LB / ACRE / YEAR, AVG",CHEMICAL, INSECTICIDE,BT KURSTAKI ABTS-351 = 6522,(NA)
269,2019,CALIFORNIA,RASPBERRIES,BEARING,NA,APPLICATIONS,"LB / ACRE / YEAR, AVG",CHEMICAL, INSECTICIDE,BT KURSTAKI EG7841 = 6453,(NA)
270,2019,CALIFORNIA,RASPBERRIES,BEARING,NA,APPLICATIONS,"LB / ACRE / YEAR, AVG",CHEMICAL, INSECTICIDE,BT KURSTAKI SA-11 = 6519,(NA)
271,2019,CALIFORNIA,RASPBERRIES,BEARING,NA,APPLICATIONS,"LB / ACRE / YEAR, AVG",CHEMICAL, INSECTICIDE,BT SUB AIZAWAI GC-91 = 6426,(NA)
272,2019,CALIFORNIA,RASPBERRIES,BEARING,NA,APPLICATIONS,"LB / ACRE / YEAR, AVG",CHEMICAL, INSECTICIDE,CHLORANTRANILIPROLE = 90100,(D)
273,2019,CALIFORNIA,RASPBERRIES,BEARING,NA,APPLICATIONS,"LB / ACRE / YEAR, AVG",CHEMICAL, INSECTICIDE,CYFLUMETOFEN = 138831,(D)
274,2019,CALIFORNIA,RASPBERRIES,BEARING,NA,APPLICATIONS,"LB / ACRE / YEAR, AVG",CHEMICAL, INSECTICIDE,DELTAMETHRIN = 97805,(D)
275,2019,CALIFORNIA,RASPBERRIES,BEARING,NA,APPLICATIONS,"LB / ACRE / YEAR, AVG",CHEMICAL, INSECTICIDE,DIAZINON = 57801,(D)
276,2019,CALIFORNIA,RASPBERRIES,BEARING,NA,APPLICATIONS,"LB / ACRE / YEAR, AVG",CHEMICAL, INSECTICIDE,ETOXAZOLE = 107091,(D)
277,2019,CALIFORNIA,RASPBERRIES,BEARING,NA,APPLICATIONS,"LB / ACRE / YEAR, AVG",CHEMICAL, INSECTICIDE,HEXYTHIAZOX = 128849,(D)
278,2019,CALIFORNIA,RASPBERRIES,BEARING,NA,APPLICATIONS,"LB / ACRE / YEAR, AVG",CHEMICAL, INSECTICIDE,IMIDACLOPRID = 129099,(D)
279,2019,CALIFORNIA,RASPBERRIES,BEARING,NA,APPLICATIONS,"LB / ACRE / YEAR, AVG",CHEMICAL, INSECTICIDE,MALATHION = 57701,(D)
280,2019,CALIFORNIA,RASPBERRIES,BEARING,NA,APPLICATIONS,"LB / ACRE / YEAR, AVG",CHEMICAL, INSECTICIDE,METHOXYFENOZIDE = 121027,0.131
281,2019,CALIFORNIA,RASPBERRIES,BEARING,NA,APPLICATIONS,"LB / ACRE / YEAR, AVG",CHEMICAL, INSECTICIDE,NALED = 34401,(D)
282,2019,CALIFORNIA,RASPBERRIES,BEARING,NA,APPLICATIONS,"LB / ACRE / YEAR, AVG",CHEMICAL, INSECTICIDE,NEEM OIL = 25006,(D)
283,2019,CALIFORNIA,RASPBERRIES,BEARING,NA,APPLICATIONS,"LB / ACRE / YEAR, AVG",CHEMICAL, INSECTICIDE,"NEEM OIL, CLAR. HYD. = 25007",(D)
284,2019,CALIFORNIA,RASPBERRIES,BEARING,NA,APPLICATIONS,"LB / ACRE / YEAR, AVG",CHEMICAL, INSECTICIDE,PETROLEUM DISTILLATE = 63503,(D)
285,2019,CALIFORNIA,RASPBERRIES,BEARING,NA,APPLICATIONS,"LB / ACRE / YEAR, AVG",CHEMICAL, INSECTICIDE,PIPERONYL BUTOXIDE = 67501,(D)
286,2019,CALIFORNIA,RASPBERRIES,BEARING,NA,APPLICATIONS,"LB / ACRE / YEAR, AVG",CHEMICAL, INSECTICIDE,POTASSIUM SALTS = 79021,(D)
287,2019,CALIFORNIA,RASPBERRIES,BEARING,NA,APPLICATIONS,"LB / ACRE / YEAR, AVG",CHEMICAL, INSECTICIDE,PYRETHRINS = 69001,0.166
288,2019,CALIFORNIA,RASPBERRIES,BEARING,NA,APPLICATIONS,"LB / ACRE / YEAR, AVG",CHEMICAL, INSECTICIDE,SPINETORAM = 110007,0.099
289,2019,CALIFORNIA,RASPBERRIES,BEARING,NA,APPLICATIONS,"LB / ACRE / YEAR, AVG",CHEMICAL, INSECTICIDE,SPINOSAD = 110003,0.16
290,2019,CALIFORNIA,RASPBERRIES,BEARING,NA,APPLICATIONS,"LB / ACRE / YEAR, AVG",CHEMICAL, INSECTICIDE,SPIROMESIFEN = 24875,(D)
291,2019,CALIFORNIA,RASPBERRIES,BEARING,NA,APPLICATIONS,"LB / ACRE / YEAR, AVG",CHEMICAL, INSECTICIDE,THIAMETHOXAM = 60109,(D)
292,2019,CALIFORNIA,RASPBERRIES,BEARING,NA,APPLICATIONS,"LB / ACRE / YEAR, AVG",CHEMICAL, INSECTICIDE,ZETA-CYPERMETHRIN = 129064,0.055
293,2019,CALIFORNIA,RASPBERRIES,BEARING,NA,APPLICATIONS,"LB / ACRE / YEAR, AVG",CHEMICAL, OTHER,CAPRIC ACID = 128955,(D)
294,2019,CALIFORNIA,RASPBERRIES,BEARING,NA,APPLICATIONS,"LB / ACRE / YEAR, AVG",CHEMICAL, OTHER,CAPRYLIC ACID = 128919,(D)
295,2019,CALIFORNIA,RASPBERRIES,BEARING,NA,APPLICATIONS,"LB / ACRE / YEAR, AVG",CHEMICAL, OTHER,CHLOROPICRIN = 81501,(D)
296,2019,CALIFORNIA,RASPBERRIES,BEARING,NA,APPLICATIONS,"LB / ACRE / YEAR, AVG",CHEMICAL, OTHER,DICHLOROPROPENE = 29001,(D)
297,2019,CALIFORNIA,RASPBERRIES,BEARING,NA,APPLICATIONS,"LB / ACRE / YEAR, AVG",CHEMICAL, OTHER,FLUTRIAFOL = 128940,(D)
298,2019,CALIFORNIA,RASPBERRIES,BEARING,NA,APPLICATIONS,"LB / ACRE / YEAR, AVG",CHEMICAL, OTHER,IRON PHOSPHATE = 34903,(D)
299,2019,CALIFORNIA,RASPBERRIES,BEARING,NA,APPLICATIONS,"LB / ACRE / YEAR, AVG",CHEMICAL, OTHER,METALDEHYDE = 53001,(D)
300,2019,CALIFORNIA,RASPBERRIES,BEARING,NA,APPLICATIONS,"LB / ACRE / YEAR, AVG",CHEMICAL, OTHER,MINERAL OIL = 63502,(D)
301,2019,CALIFORNIA,RASPBERRIES,BEARING,NA,APPLICATIONS,"LB / ACRE / YEAR, AVG",CHEMICAL, OTHER,PAECILOMYCES FUMOSOR = 115002,(D)
302,2019,CALIFORNIA,RASPBERRIES,BEARING,NA,APPLICATIONS,"LB / ACRE / YEAR, AVG",FERTILIZER,NA,NITROGEN,175
303,2019,CALIFORNIA,RASPBERRIES,BEARING,NA,APPLICATIONS,"LB / ACRE / YEAR, AVG",FERTILIZER,NA,PHOSPHATE,(D)
304,2019,CALIFORNIA,RASPBERRIES,BEARING,NA,APPLICATIONS,"LB / ACRE / YEAR, AVG",FERTILIZER,NA,POTASH,(D)
305,2019,CALIFORNIA,RASPBERRIES,BEARING,NA,APPLICATIONS,"LB / ACRE / YEAR, AVG",FERTILIZER,NA,SULFUR,(D)
306,2019,CALIFORNIA,RASPBERRIES,BEARING,NA,APPLICATIONS,"NUMBER, AVG",CHEMICAL, FUNGICIDE,AZOXYSTROBIN = 128810,(D)
307,2019,CALIFORNIA,RASPBERRIES,BEARING,NA,APPLICATIONS,"NUMBER, AVG",CHEMICAL, FUNGICIDE,BACILLUS AMYLOLIQUEFACIENS STRAIN D747 = 16482,(D)
308,2019,CALIFORNIA,RASPBERRIES,BEARING,NA,APPLICATIONS,"NUMBER, AVG",CHEMICAL, FUNGICIDE,BACILLUS SUBTILIS = 6479,(D)
309,2019,CALIFORNIA,RASPBERRIES,BEARING,NA,APPLICATIONS,"NUMBER, AVG",CHEMICAL, FUNGICIDE,BORAX DECAHYDRATE = 11102,(D)
310,2019,CALIFORNIA,RASPBERRIES,BEARING,NA,APPLICATIONS,"NUMBER, AVG",CHEMICAL, FUNGICIDE,BOSCALID = 128008,1.2
311,2019,CALIFORNIA,RASPBERRIES,BEARING,NA,APPLICATIONS,"NUMBER, AVG",CHEMICAL, FUNGICIDE,CALCIUM POLYSULFIDE = 76702,(D)
312,2019,CALIFORNIA,RASPBERRIES,BEARING,NA,APPLICATIONS,"NUMBER, AVG",CHEMICAL, FUNGICIDE,CAPTAN = 81301,(D)
313,2019,CALIFORNIA,RASPBERRIES,BEARING,NA,APPLICATIONS,"NUMBER, AVG",CHEMICAL, FUNGICIDE,COPPER OCTANOATE = 23306,(D)
314,2019,CALIFORNIA,RASPBERRIES,BEARING,NA,APPLICATIONS,"NUMBER, AVG",CHEMICAL, FUNGICIDE,COPPER OXIDE = 25601,(D)
315,2019,CALIFORNIA,RASPBERRIES,BEARING,NA,APPLICATIONS,"NUMBER, AVG",CHEMICAL, FUNGICIDE,CYPRODINIL = 288202,1.4
316,2019,CALIFORNIA,RASPBERRIES,BEARING,NA,APPLICATIONS,"NUMBER, AVG",CHEMICAL, FUNGICIDE,FENHEXAMID = 90209,(D)
317,2019,CALIFORNIA,RASPBERRIES,BEARING,NA,APPLICATIONS,"NUMBER, AVG",CHEMICAL, FUNGICIDE,FLUDIOXONIL = 71503,1.4
318,2019,CALIFORNIA,RASPBERRIES,BEARING,NA,APPLICATIONS,"NUMBER, AVG",CHEMICAL, FUNGICIDE,FLUOPYRAM = 80302,(D)
319,2019,CALIFORNIA,RASPBERRIES,BEARING,NA,APPLICATIONS,"NUMBER, AVG",CHEMICAL, FUNGICIDE,FLUXAPYROXAD = 138009,(D)
320,2019,CALIFORNIA,RASPBERRIES,BEARING,NA,APPLICATIONS,"NUMBER, AVG",CHEMICAL, FUNGICIDE,IPRODIONE = 109801,(D)
321,2019,CALIFORNIA,RASPBERRIES,BEARING,NA,APPLICATIONS,"NUMBER, AVG",CHEMICAL, FUNGICIDE,ISOFETAMID = 270000,(D)
322,2019,CALIFORNIA,RASPBERRIES,BEARING,NA,APPLICATIONS,"NUMBER, AVG",CHEMICAL, FUNGICIDE,MEFENOXAM = 113502,(D)
323,2019,CALIFORNIA,RASPBERRIES,BEARING,NA,APPLICATIONS,"NUMBER, AVG",CHEMICAL, FUNGICIDE,MYCLOBUTANIL = 128857,1.1
324,2019,CALIFORNIA,RASPBERRIES,BEARING,NA,APPLICATIONS,"NUMBER, AVG",CHEMICAL, FUNGICIDE,OXATHIAPIPROLIN = 128111,(D)
325,2019,CALIFORNIA,RASPBERRIES,BEARING,NA,APPLICATIONS,"NUMBER, AVG",CHEMICAL, FUNGICIDE,POLYOXIN D ZINC SALT = 230000,(D)
326,2019,CALIFORNIA,RASPBERRIES,BEARING,NA,APPLICATIONS,"NUMBER, AVG",CHEMICAL, FUNGICIDE,POTASSIUM BICARBON. = 73508,(D)
327,2019,CALIFORNIA,RASPBERRIES,BEARING,NA,APPLICATIONS,"NUMBER, AVG",CHEMICAL, FUNGICIDE,PROPICONAZOLE = 122101,(D)
328,2019,CALIFORNIA,RASPBERRIES,BEARING,NA,APPLICATIONS,"NUMBER, AVG",CHEMICAL, FUNGICIDE,PYRACLOSTROBIN = 99100,1.1
329,2019,CALIFORNIA,RASPBERRIES,BEARING,NA,APPLICATIONS,"NUMBER, AVG",CHEMICAL, FUNGICIDE,PYRIMETHANIL = 288201,(D)
330,2019,CALIFORNIA,RASPBERRIES,BEARING,NA,APPLICATIONS,"NUMBER, AVG",CHEMICAL, FUNGICIDE,QUINOLINE = 55459,(D)
331,2019,CALIFORNIA,RASPBERRIES,BEARING,NA,APPLICATIONS,"NUMBER, AVG",CHEMICAL, FUNGICIDE,STREPTOMYCES LYDICUS = 6327,(D)
332,2019,CALIFORNIA,RASPBERRIES,BEARING,NA,APPLICATIONS,"NUMBER, AVG",CHEMICAL, FUNGICIDE,SULFUR = 77501,(D)
333,2019,CALIFORNIA,RASPBERRIES,BEARING,NA,APPLICATIONS,"NUMBER, AVG",CHEMICAL, FUNGICIDE,TRIFLOXYSTROBIN = 129112,(D)
